,Широта школи,Довгота школи
770,50.4870936,30.4668937
771,50.4870936,30.4668937
772,50.4870936,30.4668937
773,50.4870936,30.4668937
774,50.4870936,30.4668937
775,50.4870936,30.4668937
776,50.4870936,30.4668937
777,50.4870936,30.4668937
778,50.4870936,30.4668937
779,50.4870936,30.4668937
780,50.4671028,30.5200296
781,50.4671028,30.5200296
782,50.4671028,30.5200296
783,50.4671028,30.5200296
784,50.4671028,30.5200296
785,50.4671028,30.5200296
786,50.4671028,30.5200296
787,50.4671028,30.5200296
788,50.4671028,30.5200296
789,50.4671028,30.5200296
790,50.4671028,30.5200296
791,50.4671028,30.5200296
792,50.4671028,30.5200296
793,50.4671028,30.5200296
794,50.4671028,30.5200296
795,50.4671028,30.5200296
796,50.4671028,30.5200296
797,50.4671028,30.5200296
798,50.4671028,30.5200296
799,50.4671028,30.5200296
800,50.4671028,30.5200296
801,50.4671028,30.5200296
802,50.4671028,30.5200296
803,50.4671028,30.5200296
804,50.4671028,30.5200296
805,50.4671028,30.5200296
806,50.4671028,30.5200296
807,50.4671028,30.5200296
808,50.4671028,30.5200296
809,50.4671028,30.5200296
810,50.4671028,30.5200296
811,50.4671028,30.5200296
812,50.4671028,30.5200296
813,50.4671028,30.5200296
814,50.4671028,30.5200296
815,50.4671028,30.5200296
816,50.4671028,30.5200296
817,50.4671028,30.5200296
818,50.4671028,30.5200296
819,50.4671028,30.5200296
820,50.4671028,30.5200296
821,50.4671028,30.5200296
822,50.4671028,30.5200296
823,50.4671028,30.5200296
824,50.4671028,30.5200296
825,50.4671028,30.5200296
826,50.4671028,30.5200296
827,50.4671028,30.5200296
828,50.4671028,30.5200296
829,50.4671028,30.5200296
830,50.4671028,30.5200296
831,50.4671028,30.5200296
832,50.4671028,30.5200296
833,50.4671028,30.5200296
834,50.4671028,30.5200296
835,50.4671028,30.5200296
836,50.4671028,30.5200296
837,50.4671028,30.5200296
838,50.4671028,30.5200296
839,50.4671028,30.5200296
840,50.4671028,30.5200296
841,50.4671028,30.5200296
842,50.4671028,30.5200296
843,50.4671028,30.5200296
844,50.4671028,30.5200296
845,50.4671028,30.5200296
846,50.4671028,30.5200296
847,50.4671028,30.5200296
848,50.4671028,30.5200296
849,50.4671028,30.5200296
850,50.4671028,30.5200296
851,50.4671028,30.5200296
852,50.4671028,30.5200296
853,50.4671028,30.5200296
854,50.4671028,30.5200296
855,50.4671028,30.5200296
856,50.4671028,30.5200296
857,50.4671028,30.5200296
858,50.4671028,30.5200296
859,50.4671028,30.5200296
860,50.4671028,30.5200296
861,50.4671028,30.5200296
862,50.4671028,30.5200296
863,50.4671028,30.5200296
864,50.4671028,30.5200296
865,50.4671028,30.5200296
866,50.4671028,30.5200296
867,50.4671028,30.5200296
868,50.4671028,30.5200296
869,50.4671028,30.5200296
870,50.4671028,30.5200296
871,50.4671028,30.5200296
872,50.4671028,30.5200296
873,50.4671028,30.5200296
874,50.4671028,30.5200296
875,50.4671028,30.5200296
876,50.4671028,30.5200296
877,50.4671028,30.5200296
878,50.4671028,30.5200296
879,50.4671028,30.5200296
880,50.5085934,30.4434124
881,50.5085934,30.4434124
882,50.5085934,30.4434124
883,50.5085934,30.4434124
884,50.5085934,30.4434124
885,50.5085934,30.4434124
886,50.5085934,30.4434124
887,50.5085934,30.4434124
888,50.5085934,30.4434124
889,50.5085934,30.4434124
890,50.5085934,30.4434124
891,50.5085934,30.4434124
892,50.5085934,30.4434124
893,50.5085934,30.4434124
894,50.5085934,30.4434124
895,50.5085934,30.4434124
896,50.5085934,30.4434124
897,50.5085934,30.4434124
898,50.5085934,30.4434124
899,50.5085934,30.4434124
900,50.5085934,30.4434124
901,50.5085934,30.4434124
902,50.5085934,30.4434124
903,50.5085934,30.4434124
904,50.5085934,30.4434124
905,50.5085934,30.4434124
906,50.5085934,30.4434124
907,50.5085934,30.4434124
908,50.5085934,30.4434124
909,50.5085934,30.4434124
910,50.5085934,30.4434124
911,50.5085934,30.4434124
912,50.5085934,30.4434124
913,50.5085934,30.4434124
914,50.5085934,30.4434124
915,50.5085934,30.4434124
916,50.5085934,30.4434124
917,50.5085934,30.4434124
918,50.5085934,30.4434124
919,50.5085934,30.4434124
920,50.5085934,30.4434124
921,50.5085934,30.4434124
922,50.5085934,30.4434124
923,50.5085934,30.4434124
924,50.5085934,30.4434124
925,50.5147179,30.4331891
926,50.5147179,30.4331891
927,50.5147179,30.4331891
928,50.5147179,30.4331891
929,50.5147179,30.4331891
930,50.5147179,30.4331891
931,50.5147179,30.4331891
932,50.5147179,30.4331891
933,50.5147179,30.4331891
934,50.5147179,30.4331891
935,50.5147179,30.4331891
936,50.5147179,30.4331891
937,50.5147179,30.4331891
938,50.5147179,30.4331891
939,50.5147179,30.4331891
940,50.5147179,30.4331891
941,50.5147179,30.4331891
942,50.5147179,30.4331891
943,50.5147179,30.4331891
944,50.5147179,30.4331891
945,50.5147179,30.4331891
946,50.5147179,30.4331891
947,50.5147179,30.4331891
948,50.5147179,30.4331891
949,50.5147179,30.4331891
950,50.5147179,30.4331891
951,50.5147179,30.4331891
952,50.5147179,30.4331891
953,50.5147179,30.4331891
954,50.5147179,30.4331891
955,50.5147179,30.4331891
956,50.5147179,30.4331891
957,50.5147179,30.4331891
958,50.5147179,30.4331891
959,50.5147179,30.4331891
