,"Відстань до школи, км",Менше за 0.8км,geometry
538,0.42832941957175447,True,POINT (30.4395303 50.4942114)
539,1.5034054617245936,False,POINT (30.4227674 50.49291270000001)
540,1.0071805711960016,False,POINT (30.4272674 50.49310670000001)
541,1.2679359827787504,False,POINT (30.4475278 50.4939521)
542,1.2299726237776534,False,POINT (30.447194 50.493864)
543,1.331401708471386,False,POINT (30.4480429 50.4943823)
544,1.123558273107737,False,POINT (30.426717 50.495696)
545,1.0429385010321086,False,POINT (30.4274451 50.4955592)
546,1.0212132813017551,False,POINT (30.4276695 50.4956088)
547,0.8977362482797581,False,POINT (30.4288423 50.4955363)
548,0.7886189283650108,True,POINT (30.4298077 50.4952523)
549,0.7380435762747678,True,POINT (30.4302667 50.4951451)
550,0.6954335452763742,True,POINT (30.4311055 50.4959453)
551,0.6182226200150174,True,POINT (30.432135 50.49616049999999)
552,0.5567233026757513,True,POINT (30.4255569 50.5130662)
553,0.46443316456725203,True,POINT (30.4263669 50.51338939999999)
554,0.3734718026173207,True,POINT (30.4273702 50.5134564)
555,0.672536808909479,True,POINT (30.4240475 50.513991)
556,0.7606818315134493,True,POINT (30.423128 50.5144119)
557,0.7155276945612353,True,POINT (30.4234538 50.5149414)
558,0.5555182724934792,True,POINT (30.4249501 50.5147773)
559,0.5118980503826025,True,POINT (30.4252525 50.5153572)
560,0.4230351929790483,True,POINT (30.4260506 50.5154398)
561,0.5801831613876685,True,POINT (30.429386 50.5101024)
562,0.3606645091347568,True,POINT (30.426702 50.51505170000001)
563,0.15842160297983818,True,POINT (30.42848 50.515541)
564,0.25239395105936324,True,POINT (30.4275385 50.5161687)
565,0.6593404971031912,True,POINT (30.4238766 50.5160664)
566,0.6170510567866841,True,POINT (30.4242685 50.51655460000001)
567,0.5513538178202695,True,POINT (30.424898 50.516952)
568,0.12470073596243723,True,POINT (30.4299587 50.5148476)
569,0.6029032734032191,True,POINT (30.4351151 50.5148217)
570,0.4341982172388696,True,POINT (30.4297725 50.5116062)
571,0.43132114200331595,True,POINT (30.4286634 50.5118368)
572,0.37651777077971266,True,POINT (30.4285317 50.5124982)
573,0.25012122621256133,True,POINT (30.5175959 50.46177470000001)
574,0.27482429246260215,True,POINT (30.5174651 50.4621465)
575,0.3055269505179812,True,POINT (30.5171216 50.4619565)
576,0.2930243623370649,True,POINT (30.5172269 50.4619081)
577,0.3678923689018725,True,POINT (30.516583 50.46214000000001)
578,0.5741179533731402,True,POINT (30.5146214 50.4607047)
579,0.5201620606250098,True,POINT (30.5151003 50.4608498)
580,0.6596945171006535,True,POINT (30.5138389 50.4610813)
581,0.3214808355540874,True,POINT (30.5220205 50.4632396)
582,0.18923404857642456,True,POINT (30.521061 50.462418)
583,0.2772951332727022,True,POINT (30.5217897 50.4628314)
584,0.2989837730651246,True,POINT (30.521832 50.4631354)
585,0.4525555318661462,True,POINT (30.523831 50.4615506)
586,0.4802347864858655,True,POINT (30.5239738 50.4623105)
587,0.3980606332162984,True,POINT (30.5233256 50.4616746)
588,0.3410826668723458,True,POINT (30.5223659 50.46303270000001)
589,0.4857528221155947,True,POINT (30.5160315 50.4637411)
590,0.4857528221155947,True,POINT (30.5160315 50.4637411)
591,0.5813680829994069,True,POINT (30.5081208 50.4709046)
592,0.5962356977446148,True,POINT (30.5077626 50.4719209)
593,0.6402036986395157,True,POINT (30.5073238 50.4722927)
594,0.7505875355596285,True,POINT (30.5063087 50.4726976)
595,0.8143120944539725,False,POINT (30.5057331 50.47284329999999)
596,0.8335763493703667,False,POINT (30.5056075 50.471921)
597,0.8603511201330819,False,POINT (30.5053527 50.4720615)
598,0.8952288654918197,False,POINT (30.5050234 50.472268)
599,0.09314069875864535,True,POINT (30.5128253 50.4719701)
600,0.20177882058804358,True,POINT (30.5114661 50.4718959)
601,0.2718345407314162,True,POINT (30.5106406 50.4724909)
602,0.7545988938163899,True,POINT (30.5062886 50.4734826)
603,0.7072020266727589,True,POINT (30.5067014 50.4731851)
604,1.1713093308895024,False,POINT (30.502774 50.470236)
605,0.2881274071488994,True,POINT (30.5108314 50.4713672)
